id,sequenceNumber,text,awayScore,homeScore,scoringPlay,scoreValue,wallclock,atBatId,summaryType,outs,type.id,type.text,type.type,period.type,period.number,period.displayValue,team.id,pitchCount.balls,pitchCount.strikes,resultCount.balls,resultCount.strikes,participants,batOrder,type.alternativeText,bats.type,bats.abbreviation,bats.displayValue,atBatPitchNumber,pitchVelocity,trajectory,type.abbreviation,pitchCoordinate.x,pitchCoordinate.y,pitchType.id,pitchType.text,pitchType.abbreviation,hitCoordinate.x,hitCoordinate.y,alternativePlay,alternativeType.id,alternativeType.text,alternativeType.abbreviation,alternativeType.alternativeText,alternativeType.type,onFirst.athlete.id,onSecond.athlete.id,onThird.athlete.id
4018165630501070005,7,Pitch 6 : Ball 2,1,0,False,0,2026-08-17 22:42:41+00:00,4018165630501,P,1,5,Ball,ball,Bottom,3,3rd Inning,1,1,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33832'}, 'type': 'batter'}]",9.0,Walk,RIGHT,R,Right,6.0,84.0,G,B,62.0,226.0,5,Slider,SL,,,,,,,,,,,
4018165630501080021,8,Pitch 7 : Strike 2 Foul,1,0,False,0,2026-08-17 22:42:59+00:00,4018165630501,P,1,21,Foul Ball,foul-ball,Bottom,3,3rd Inning,1,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33832'}, 'type': 'batter'}]",9.0,,RIGHT,R,Right,7.0,94.0,G,F,89.0,140.0,17,Four-seam FB,FF,128.0,187.0,,,,,,,,,
4018165630501990057,10,Mateo grounded out to pitcher.,1,0,False,0,2026-08-17 22:43:32+00:00,4018165630501,N,1,57,Play Result,play-result,Bottom,3,3rd Inning,30,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33832'}, 'type': 'batter'}]",9.0,,RIGHT,R,Right,8.0,,G,,77.0,189.0,,,,,,4018165630501090024,24,Ground Out,GRO,Ground Out,ground-out,,,
4018165630501990099,11,,1,0,False,0,2026-08-17 22:43:32+00:00,4018165630501,,1,99,End Batter/Pitcher,end-batterpitcher,Bottom,3,3rd Inning,30,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33832'}, 'type': 'batter'}]",9.0,,RIGHT,R,Right,8.0,,G,,77.0,189.0,,,,128.0,187.0,,,,,,,,,
4018165630501090024,9,Pitch 8 : Ball In Play,1,0,False,0,2026-08-17 22:43:32+00:00,4018165630501,P,1,24,Ground Out,ground-out,Bottom,3,3rd Inning,1,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33832'}, 'type': 'batter'}]",9.0,Ground Out,RIGHT,R,Right,8.0,75.0,G,GRO,77.0,189.0,4,Curve,CU,128.0,187.0,,,,,,,,,
4018165630502010001,1,Brandon Young pitches to Yandy Diaz,1,1,False,0,2026-08-17 22:44:07+00:00,4018165630502,A,1,1,Start Batter/Pitcher,start-batterpitcher,Bottom,3,3rd Inning,30,0,0,0,0,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,Now at bat,RIGHT,R,Right,,,,,,,,,,,,,,,,,,,,
4018165630502020021,2,Pitch 1 : Strike 1 Foul,1,0,False,0,2026-08-17 22:44:07+00:00,4018165630502,P,1,21,Foul Ball,foul-ball,Bottom,3,3rd Inning,1,0,0,0,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,,RIGHT,R,Right,1.0,93.0,F,F,122.0,122.0,2,Sinker,SI,204.0,58.0,,,,,,,,,
4018165630502030005,3,Pitch 2 : Ball 1,1,0,False,0,2026-08-17 22:44:18+00:00,4018165630502,P,1,5,Ball,ball,Bottom,3,3rd Inning,1,0,1,1,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,Walk,RIGHT,R,Right,2.0,74.0,F,B,76.0,231.0,4,Curve,CU,,,,,,,,,,,
4018165630502040021,4,Pitch 3 : Strike 2 Foul,1,0,False,0,2026-08-17 22:44:37+00:00,4018165630502,P,1,21,Foul Ball,foul-ball,Bottom,3,3rd Inning,1,1,1,1,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,,RIGHT,R,Right,3.0,94.0,F,F,158.0,152.0,2,Sinker,SI,204.0,58.0,,,,,,,,,
4018165630502050005,5,Pitch 4 : Ball 2,1,0,False,0,2026-08-17 22:45:01+00:00,4018165630502,P,1,5,Ball,ball,Bottom,3,3rd Inning,1,1,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,Walk,RIGHT,R,Right,4.0,94.0,F,B,99.0,121.0,17,Four-seam FB,FF,,,,,,,,,,,
4018165630502060021,6,Pitch 5 : Strike 2 Foul,1,0,False,0,2026-08-17 22:45:19+00:00,4018165630502,P,1,21,Foul Ball,foul-ball,Bottom,3,3rd Inning,1,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,,RIGHT,R,Right,5.0,93.0,F,F,135.0,141.0,2,Sinker,SI,204.0,58.0,,,,,,,,,
4018165630502070028,7,Pitch 6 : Ball In Play,1,1,False,0,2026-08-17 22:46:16+00:00,4018165630502,P,1,28,Home Run,home-run,Bottom,3,3rd Inning,1,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,Home Run,RIGHT,R,Right,6.0,94.0,F,HR,106.0,170.0,17,Four-seam FB,FF,204.0,58.0,,,,,,,,,
4018165630502990057,8,Díaz homered to right center (396 feet).,1,1,True,1,2026-08-17 22:46:16+00:00,4018165630502,S,1,57,Play Result,play-result,Bottom,3,3rd Inning,30,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,,RIGHT,R,Right,6.0,,F,,106.0,170.0,,,,204.0,58.0,4018165630502070028,28,Home Run,HR,Home Run,home-run,,,
4018165630502990099,9,,1,1,False,0,2026-08-17 22:46:16+00:00,4018165630502,,1,99,End Batter/Pitcher,end-batterpitcher,Bottom,3,3rd Inning,30,2,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '33481'}, 'type': 'batter'}]",1.0,,RIGHT,R,Right,6.0,,F,,106.0,170.0,,,,204.0,58.0,,,,,,,,,
4018165630503010001,1,Brandon Young pitches to Jonathan Aranda,1,1,False,0,2026-08-17 22:46:42+00:00,4018165630503,A,1,1,Start Batter/Pitcher,start-batterpitcher,Bottom,3,3rd Inning,30,0,0,0,0,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}]",2.0,Now at bat,LEFT,L,Left,,,,,,,,,,,,,,,,,,,,
4018165630503020036,2,Pitch 1 : Strike 1 Looking,1,1,False,0,2026-08-17 22:46:42+00:00,4018165630503,P,1,36,Strike Looking,strike-looking,Bottom,3,3rd Inning,1,0,0,0,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}]",2.0,Strikeout,LEFT,L,Left,1.0,92.0,F,SL,146.0,163.0,17,Four-seam FB,FF,,,,,,,,,,,
4018165630503030005,3,Pitch 2 : Ball 1,1,1,False,0,2026-08-17 22:46:58+00:00,4018165630503,P,1,5,Ball,ball,Bottom,3,3rd Inning,1,0,1,1,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}]",2.0,Walk,LEFT,L,Left,2.0,83.0,F,B,166.0,184.0,8,Splitter,FS,,,,,,,,,,,
4018165630503040037,4,Pitch 3 : Strike 2 Swinging,1,1,False,0,2026-08-17 22:47:19+00:00,4018165630503,P,1,37,Strike Swinging,strike-swinging,Bottom,3,3rd Inning,1,1,1,1,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}]",2.0,Strikeout,LEFT,L,Left,3.0,93.0,F,SS,150.0,156.0,17,Four-seam FB,FF,,,,,,,,,,,
4018165630503050005,5,Pitch 4 : Ball 2,1,1,False,0,2026-08-17 22:47:35+00:00,4018165630503,P,1,5,Ball,ball,Bottom,3,3rd Inning,1,1,2,2,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}]",2.0,Walk,LEFT,L,Left,4.0,93.0,F,B,116.0,124.0,17,Four-seam FB,FF,,,,,,,,,,,
4018165630503060005,6,Pitch 5 : Ball 3,1,1,False,0,2026-08-17 22:47:53+00:00,4018165630503,P,1,5,Ball,ball,Bottom,3,3rd Inning,1,2,2,3,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}]",2.0,Walk,LEFT,L,Left,5.0,93.0,F,B,154.0,133.0,17,Four-seam FB,FF,,,,,,,,,,,
4018165630503070003,7,Pitch 6 : Ball In Play,1,1,False,0,2026-08-17 22:48:33+00:00,4018165630503,P,1,3,Double,double,Bottom,3,3rd Inning,1,3,2,3,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}]",2.0,Double,LEFT,L,Left,6.0,94.0,F,2B,105.0,173.0,17,Four-seam FB,FF,176.0,47.0,,,,,,,,,
4018165630503990057,8,Aranda doubled to right.,1,1,False,0,2026-08-17 22:48:33+00:00,4018165630503,N,1,57,Play Result,play-result,Bottom,3,3rd Inning,30,3,2,3,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onSecond'}]",2.0,,LEFT,L,Left,6.0,,F,,105.0,173.0,,,,176.0,47.0,4018165630503070003,3,Double,2B,Double,double,,40810,
4018165630503990099,9,,1,1,False,0,2026-08-17 22:48:33+00:00,4018165630503,,1,99,End Batter/Pitcher,end-batterpitcher,Bottom,3,3rd Inning,30,3,2,3,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '40810'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onSecond'}]",2.0,,LEFT,L,Left,6.0,,F,,105.0,173.0,,,,176.0,47.0,,,,,,,,40810,
4018165630504010001,1,Brandon Young pitches to Junior Caminero,1,1,False,0,2026-08-17 22:50:00+00:00,4018165630504,A,2,1,Start Batter/Pitcher,start-batterpitcher,Bottom,3,3rd Inning,30,0,0,0,0,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4905921'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onSecond'}]",3.0,Now at bat,RIGHT,R,Right,,,,,,,,,,,,,,,,,,,40810,
4018165630504020024,2,Pitch 1 : Ball In Play,1,1,False,0,2026-08-17 22:50:00+00:00,4018165630504,P,2,24,Ground Out,ground-out,Bottom,3,3rd Inning,1,0,0,0,0,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4905921'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onSecond'}]",3.0,Ground Out,RIGHT,R,Right,1.0,93.0,G,GRO,129.0,183.0,2,Sinker,SI,136.0,141.0,,,,,,,,40810,
4018165630504990057,3,"Caminero grounded out to second, Aranda to third.",1,1,False,0,2026-08-17 22:50:00+00:00,4018165630504,N,2,57,Play Result,play-result,Bottom,3,3rd Inning,30,0,0,0,0,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4905921'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",3.0,,RIGHT,R,Right,1.0,,G,,129.0,183.0,,,,,,4018165630504020024,24,Ground Out,GRO,Ground Out,ground-out,,,40810
4018165630504990099,4,,1,1,False,0,2026-08-17 22:50:00+00:00,4018165630504,,2,99,End Batter/Pitcher,end-batterpitcher,Bottom,3,3rd Inning,30,0,0,0,0,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4905921'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",3.0,,RIGHT,R,Right,1.0,,G,,129.0,183.0,,,,136.0,141.0,,,,,,,,,40810
4018165630505010001,1,Brandon Young pitches to Liam Hicks,1,1,False,0,2026-08-17 22:50:14+00:00,4018165630505,A,3,1,Start Batter/Pitcher,start-batterpitcher,Bottom,3,3rd Inning,30,0,0,0,0,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,Now at bat,LEFT,L,Left,,,,,,,,,,,,,,,,,,,,40810
4018165630505020036,2,Pitch 1 : Strike 1 Looking,1,1,False,0,2026-08-17 22:50:14+00:00,4018165630505,P,3,36,Strike Looking,strike-looking,Bottom,3,3rd Inning,1,0,0,0,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,Strikeout,LEFT,L,Left,1.0,76.0,,SL,101.0,188.0,4,Curve,CU,,,,,,,,,,,40810
4018165630505030005,3,Pitch 2 : Ball 1,1,1,False,0,2026-08-17 22:50:30+00:00,4018165630505,P,3,5,Ball,ball,Bottom,3,3rd Inning,1,0,1,1,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,Walk,LEFT,L,Left,2.0,84.0,,B,117.0,263.0,8,Splitter,FS,,,,,,,,,,,40810
4018165630505040005,4,Pitch 3 : Ball 2,1,1,False,0,2026-08-17 22:50:55+00:00,4018165630505,P,3,5,Ball,ball,Bottom,3,3rd Inning,1,1,1,2,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,Walk,LEFT,L,Left,3.0,83.0,,B,157.0,137.0,8,Splitter,FS,,,,,,,,,,,40810
4018165630505050005,5,Pitch 4 : Ball 3,1,1,False,0,2026-08-17 22:51:19+00:00,4018165630505,P,3,5,Ball,ball,Bottom,3,3rd Inning,1,2,1,3,1,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,Walk,LEFT,L,Left,4.0,74.0,,B,167.0,158.0,4,Curve,CU,,,,,,,,,,,40810
4018165630505060036,6,Pitch 5 : Strike 2 Looking,1,1,False,0,2026-08-17 22:51:46+00:00,4018165630505,P,3,36,Strike Looking,strike-looking,Bottom,3,3rd Inning,1,3,1,3,2,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,Strikeout,LEFT,L,Left,5.0,73.0,,SL,113.0,171.0,4,Curve,CU,,,,,,,,,,,40810
4018165630505070037,7,Pitch 6 : Strike 3 Swinging,1,1,False,0,2026-08-17 22:52:15+00:00,4018165630505,P,3,37,Strike Swinging,strike-swinging,Bottom,3,3rd Inning,1,3,2,3,3,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,Strikeout,LEFT,L,Left,6.0,74.0,,SS,96.0,209.0,4,Curve,CU,,,,,,,,,,,40810
4018165630505990057,8,Hicks struck out swinging.,1,1,False,0,2026-08-17 22:52:15+00:00,4018165630505,N,3,57,Play Result,play-result,Bottom,3,3rd Inning,30,3,3,3,3,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,,LEFT,L,Left,6.0,,,,96.0,209.0,,,,,,4018165630505070037,37,Strike Swinging,SS,Strikeout,strike-swinging,,,40810
4018165630505990099,9,,1,1,False,0,2026-08-17 22:52:15+00:00,4018165630505,,3,99,End Batter/Pitcher,end-batterpitcher,Bottom,3,3rd Inning,30,3,3,3,3,"[{'athlete': {'id': '4414339'}, 'type': 'pitcher'}, {'athlete': {'id': '4725251'}, 'type': 'batter'}, {'athlete': {'id': '40810'}, 'type': 'onThird'}]",4.0,,LEFT,L,Left,6.0,,,,96.0,209.0,,,,,,,,,,,,,,40810
4018165630599990058,2,End of the 3rd inning,1,1,False,0,2026-08-17 22:52:15+00:00,4018165630505,,0,58,End Inning,end-inning,End,3,3rd Inning,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4018165630600000059,1,Top of the 4th inning,1,1,False,0,2026-08-17 22:54:16+00:00,4018165630601,I,0,59,Start Inning,start-inning,Top,4,4th Inning,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4018165630601010001,1,Shane McClanahan pitches to Jackson Holliday,1,1,False,0,2026-08-17 22:54:16+00:00,4018165630601,A,0,1,Start Batter/Pitcher,start-batterpitcher,Top,4,4th Inning,1,0,0,0,0,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '5080633'}, 'type': 'batter'}]",3.0,Now at bat,LEFT,L,Left,,,,,,,,,,,,,,,,,,,,
4018165630601020005,2,Pitch 1 : Ball 1,1,1,False,0,2026-08-17 22:54:16+00:00,4018165630601,P,0,5,Ball,ball,Top,4,4th Inning,30,0,0,1,0,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '5080633'}, 'type': 'batter'}]",3.0,Walk,LEFT,L,Left,1.0,81.0,L,B,174.0,186.0,4,Curve,CU,,,,,,,,,,,
4018165630601030036,3,Pitch 2 : Strike 1 Looking,1,1,False,0,2026-08-17 22:54:30+00:00,4018165630601,P,0,36,Strike Looking,strike-looking,Top,4,4th Inning,30,1,0,1,1,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '5080633'}, 'type': 'batter'}]",3.0,Strikeout,LEFT,L,Left,2.0,86.0,L,SL,141.0,190.0,5,Slider,SL,,,,,,,,,,,
4018165630601040002,4,Pitch 3 : Ball In Play,1,1,False,0,2026-08-17 22:54:54+00:00,4018165630601,P,0,2,Single,single,Top,4,4th Inning,30,1,1,1,1,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '5080633'}, 'type': 'batter'}]",3.0,Single,LEFT,L,Left,3.0,84.0,L,1B,93.0,165.0,6,Changeup,CH,178.0,117.0,,,,,,,,,
4018165630601990057,5,Holliday singled to right.,1,1,False,0,2026-08-17 22:54:54+00:00,4018165630601,N,0,57,Play Result,play-result,Top,4,4th Inning,1,1,1,1,1,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '5080633'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",3.0,,LEFT,L,Left,3.0,,L,,93.0,165.0,,,,178.0,117.0,4018165630601040002,2,Single,1B,Single,single,5080633,,
4018165630601990099,6,,1,1,False,0,2026-08-17 22:54:54+00:00,4018165630601,,0,99,End Batter/Pitcher,end-batterpitcher,Top,4,4th Inning,1,1,1,1,1,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '5080633'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",3.0,,LEFT,L,Left,3.0,,L,,93.0,165.0,,,,178.0,117.0,,,,,,,5080633,,
4018165630602020005,2,Pitch 1 : Ball 1,1,1,False,0,2026-08-17 22:55:15+00:00,4018165630602,P,0,5,Ball,ball,Top,4,4th Inning,30,0,0,1,0,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",4.0,Walk,RIGHT,R,Right,1.0,85.0,L,B,118.0,192.0,6,Changeup,CH,,,,,,,,,5080633,,
4018165630602010001,1,Shane McClanahan pitches to Coby Mayo,1,1,False,0,2026-08-17 22:55:15+00:00,4018165630602,A,0,1,Start Batter/Pitcher,start-batterpitcher,Top,4,4th Inning,1,0,0,0,0,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",4.0,Now at bat,RIGHT,R,Right,,,,,,,,,,,,,,,,,,5080633,,
4018165630602030005,3,Pitch 2 : Ball 2,1,1,False,0,2026-08-17 22:55:31+00:00,4018165630602,P,0,5,Ball,ball,Top,4,4th Inning,30,1,0,2,0,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",4.0,Walk,RIGHT,R,Right,2.0,85.0,L,B,133.0,227.0,6,Changeup,CH,,,,,,,,,5080633,,
4018165630602040036,4,Pitch 3 : Strike 1 Looking,1,1,False,0,2026-08-17 22:55:53+00:00,4018165630602,P,0,36,Strike Looking,strike-looking,Top,4,4th Inning,30,2,0,2,1,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",4.0,Strikeout,RIGHT,R,Right,3.0,80.0,L,SL,118.0,147.0,4,Curve,CU,,,,,,,,,5080633,,
4018165630602050005,5,Pitch 4 : Ball 3,1,1,False,0,2026-08-17 22:56:08+00:00,4018165630602,P,0,5,Ball,ball,Top,4,4th Inning,30,2,1,3,1,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",4.0,Walk,RIGHT,R,Right,4.0,86.0,L,B,122.0,129.0,5,Slider,SL,,,,,,,,,5080633,,
4018165630602060036,6,Pitch 5 : Strike 2 Looking,1,1,False,0,2026-08-17 22:56:37+00:00,4018165630602,P,0,36,Strike Looking,strike-looking,Top,4,4th Inning,30,3,1,3,2,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",4.0,Strikeout,RIGHT,R,Right,5.0,85.0,L,SL,126.0,153.0,6,Changeup,CH,,,,,,,,,5080633,,
4018165630602070003,7,Pitch 6 : Ball In Play,1,1,False,0,2026-08-17 22:57:06+00:00,4018165630602,P,0,3,Double,double,Top,4,4th Inning,30,3,2,3,2,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '5080633'}, 'type': 'onFirst'}]",4.0,Double,RIGHT,R,Right,6.0,84.0,L,2B,114.0,172.0,6,Changeup,CH,46.0,126.0,,,,,,,5080633,,
4018165630602990057,8,"Mayo doubled to left, Holliday to third.",1,1,False,0,2026-08-17 22:57:06+00:00,4018165630602,N,0,57,Play Result,play-result,Top,4,4th Inning,1,3,2,3,2,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",4.0,,RIGHT,R,Right,6.0,,L,,114.0,172.0,,,,46.0,126.0,4018165630602070003,3,Double,2B,Double,double,,4683371,5080633
4018165630602990099,9,,1,1,False,0,2026-08-17 22:57:06+00:00,4018165630602,,0,99,End Batter/Pitcher,end-batterpitcher,Top,4,4th Inning,1,3,2,3,2,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '4683371'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",4.0,,RIGHT,R,Right,6.0,,L,,114.0,172.0,,,,46.0,126.0,,,,,,,,4683371,5080633
4018165630603010001,1,Shane McClanahan pitches to Gunnar Henderson,1,1,False,0,2026-08-17 22:58:13+00:00,4018165630603,A,1,1,Start Batter/Pitcher,start-batterpitcher,Top,4,4th Inning,1,0,0,0,0,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,Now at bat,LEFT,L,Left,,,,,,,,,,,,,,,,,,,4683371,5080633
4018165630603020021,2,Pitch 1 : Strike 1 Foul,1,1,False,0,2026-08-17 22:58:13+00:00,4018165630603,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,0,0,0,1,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,,LEFT,L,Left,1.0,87.0,,F,159.0,189.0,5,Slider,SL,,,,,,,,,,4683371,5080633
4018165630603030021,3,Pitch 2 : Strike 2 Foul,1,1,False,0,2026-08-17 22:58:39+00:00,4018165630603,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,0,1,0,2,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,,LEFT,L,Left,2.0,87.0,,F,130.0,164.0,5,Slider,SL,,,,,,,,,,4683371,5080633
4018165630603040005,4,Pitch 3 : Ball 1,1,1,False,0,2026-08-17 22:59:10+00:00,4018165630603,P,1,5,Ball,ball,Top,4,4th Inning,30,0,2,1,2,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,Walk,LEFT,L,Left,3.0,96.0,,B,177.0,191.0,17,Four-seam FB,FF,,,,,,,,,,4683371,5080633
4018165630603050021,5,Pitch 4 : Strike 2 Foul,1,1,False,0,2026-08-17 22:59:30+00:00,4018165630603,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,1,2,1,2,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,,LEFT,L,Left,4.0,87.0,,F,104.0,162.0,5,Slider,SL,,,,,,,,,,4683371,5080633
